GENE	SRR1566088	SRR1566089	SRR1566090	SRR1566091	SRR1566092	SRR1566093	SRR1566094	SRR1566095	SRR1566097	SRR1566096	SRR1566098	SRR1566099	SRR1566100	SRR1566101
ENSG00000233167.1	284	0	85	101	0	72	22	0	22	152	0	0	52	164
ENSG00000233170.4	3227	2698	1548	3189	2695	3519	0	0	3325	4653	3094	3185	2214	3837
ENSG00000233173.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233175.2	203179	166418	278862	48359	178984	187618	94692	39920	292692	93598	18980	39404	277450	92548
ENSG00000233176.3	0	0	0	156	156	52	0	0	156	260	0	104	0	102
ENSG00000233178.7	156	1244	519	4643	724	1094	704	0	156	1514	1030	260	243	1797
ENSG00000233179.1	0	0	0	0	0	0	82	0	41	0	45	0	0	0
ENSG00000233183.2	52	52	0	0	0	0	0	52	52	0	0	0	0	0
ENSG00000233184.6	1444	1870	4162	15472	3122	900	2494	3224	520	13270	5550	6988	2088	7133
ENSG00000233186.2	0	0	0	0	0	260	0	0	0	0	0	0	0	0
ENSG00000233189.1	81	0	0	0	52	102	52	22	0	43	33	102	0	72
ENSG00000233190.1	306	85	307	374	329	98	47	51	369	102	52	148	352	165
ENSG00000233191.1	9	0	0	0	0	0	0	0	0	0	23	0	0	0
ENSG00000233193.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233196.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233197.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233198.3	0	364	0	104	1406	0	0	27	0	2390	156	0	2	162
ENSG00000233200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233203.6	0	0	0	0	0	0	312	0	0	208	106	0	0	0
ENSG00000233204.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233205.1	6773	4809	4502	10916	6464	4938	4955	2439	7584	9697	3299	7164	4089	9452
ENSG00000233206.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233208.5	0	0	0	362	132	52	0	0	0	0	0	0	0	312
ENSG00000233211.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233213.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233214.1	0	0	0	0	322	153	0	0	364	0	0	0	0	0
ENSG00000233215.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233216.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233217.2	0	0	0	0	0	0	0	0	0	0	364	0	0	0
ENSG00000233219.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233220.3	156	0	520	0	312	468	0	0	0	1172	520	528	208	0
ENSG00000233221.6	0	0	0	0	0	0	0	0	0	0	50	0	175	0
ENSG00000233222.2	702	1218	1546	4171	785	826	2196	440	994	4273	3709	2690	89	4199
ENSG00000233223.2	20431	16153	19475	16107	9378	16308	9310	16342	27391	10156	15832	21984	18091	33026
ENSG00000233225.3	18058	17513	7677	22572	21094	17772	15281	26667	9002	44168	71452	65346	12186	18079
ENSG00000233228.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233229.1	1700	1223	1040	2031	2216	2736	619	624	2651	2443	1570	1403	1757	1361
ENSG00000233230.1	2745	1900	1548	3015	3325	2500	997	1618	3127	2740	3053	2518	1500	1396
ENSG00000233231.1	1361	1560	468	348	1192	1218	2985	1610	936	416	780	0	2483	311
ENSG00000233232.6	1297	1351	3010	1606	2796	2075	572	265	1250	3300	3943	624	2202	2507
ENSG00000233234.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233235.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233236.1	624	7405	2643	65117	8983	915	2028	104	1864	14037	468	7361	977	104
ENSG00000233237.6	52	156	0	0	0	0	0	0	0	0	0	0	0	52
ENSG00000233238.1	0	0	36	0	40	0	3	0	0	10	0	24	0	0
ENSG00000233242.2	0	0	0	0	0	0	0	0	0	0	0	364	0	0
ENSG00000233243.1	0	51	0	0	0	0	0	0	0	0	0	0	0	50
ENSG00000233246.1	0	0	0	0	0	0	0	0	0	177	0	0	0	0
ENSG00000233247.3	9256	10121	7135	17758	12186	15867	8590	6493	12709	8313	22189	17472	7473	11322
ENSG00000233248.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233250.1	51	481	52	288	132	283	0	0	482	42	432	260	221	0
ENSG00000233251.7	52	0	104	52	148	208	52	52	208	0	0	52	0	0
ENSG00000233252.1	0	2	0	0	0	2	0	0	0	0	0	0	2	0
ENSG00000233254.1	95695	54470	98411	97021	69526	100927	50586	37415	82590	63700	61280	66155	59520	64209
ENSG00000233255.1	0	52	0	357	0	0	0	0	0	156	0	260	0	0
ENSG00000233256.1	0	0	0	0	0	0	0	0	66	11	0	0	0	0
ENSG00000233258.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233259.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233260.1	5057	1744	4129	6131	3737	1972	245	121	2176	145	1298	312	935	414
ENSG00000233261.3	160	372	976	208	332	1930	2079	1601	0	968	1066	828	1489	572
ENSG00000233262.1	0	86	0	0	208	309	0	0	0	0	0	260	87	0
ENSG00000233263.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233264.2	1800	4242	1300	520	4172	1332	933	0	411	0	1566	0	168	0
ENSG00000233265.1	0	0	0	66	0	0	0	0	0	0	78	0	0	0
ENSG00000233266.1	0	336	0	612	27	120	0	52	270	935	409	147	233	52
ENSG00000233268.3	98	52	0	208	0	0	0	0	0	0	0	0	0	0
ENSG00000233270.1	27640	18000	25352	55011	23876	32972	17559	21976	14424	41282	46531	53315	15940	38544
ENSG00000233271.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233272.1	0	0	0	0	180	0	0	0	0	0	0	0	0	0
ENSG00000233273.1	0	0	0	0	0	0	0	0	0	0	208	0	0	0
ENSG00000233275.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233276.3	831773	403276	946902	433008	352547	1094038	579654	394772	1414299	460797	516016	770254	926467	1199825
ENSG00000233277.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233278.1	3530	808	1299	4627	2777	3128	2366	572	3170	1246	3147	1954	413	1404
ENSG00000233285.1	0	26	0	52	0	0	0	0	0	120	0	0	0	0
ENSG00000233286.1	0	0	0	0	0	0	0	0	0	0	156	0	0	0
ENSG00000233287.1	570	321	564	522	264	605	163	329	345	318	217	409	138	653
ENSG00000233288.1	0	0	0	0	104	0	0	0	0	52	0	0	0	0
ENSG00000233290.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233291.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233292.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233293.1	0	54	0	0	104	0	0	0	0	0	118	0	0	0
ENSG00000233295.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233296.1	5023	4194	4967	11926	3967	8959	4940	2907	6308	6279	2362	7640	2611	8250
ENSG00000233297.4	3353	1658	16162	16697	6424	5507	3497	5392	10915	13642	1873	6828	12271	21372
ENSG00000233299.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233300.1	104	62	50	0	52	0	45	0	42	0	52	52	156	52
ENSG00000233301.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233303.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233304.6	0	0	0	0	0	0	0	0	0	0	29	52	0	0
ENSG00000233306.2	1972	467	0	250	1425	470	1341	0	313	4300	1141	208	500	396
ENSG00000233307.1	0	0	0	0	0	0	0	36	0	0	120	0	0	0
ENSG00000233308.1	0	52	0	0	312	0	312	0	0	0	0	0	104	0
ENSG00000233309.1	23	0	0	0	206	0	0	0	0	772	0	31	0	0
ENSG00000233311.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233313.2	0	0	0	27	0	0	0	0	0	0	0	75	42	0
ENSG00000233316.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233318.2	0	0	0	0	39	0	0	38	0	50	0	0	0	0
ENSG00000233319.1	0	0	0	40	0	0	0	0	0	0	0	0	0	51
ENSG00000233321.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233324.1	220	0	122	264	201	87	198	102	158	102	56	76	80	249
ENSG00000233325.3	319	587	312	2005	342	0	156	1944	35	6769	1952	1620	470	818
ENSG00000233327.10	15076	13198	24971	3437	2517	5746	18019	18351	4818	6602	32668	12716	18116	55428
ENSG00000233328.3	149552	101440	128323	111048	89376	173612	78132	113822	135742	161634	114379	173164	146768	416444
ENSG00000233329.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233330.1	248	91	50	450	104	357	728	0	24	4	0	331	201	672
ENSG00000233332.1	90	196	0	0	0	102	0	0	0	104	0	0	0	0
ENSG00000233333.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233334.3	322	145	52	0	572	0	0	0	0	0	408	0	104	104
ENSG00000233335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233336.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233337.1	104	376	208	208	872	516	0	0	312	260	207	0	239	832
ENSG00000233338.1	0	0	0	402	0	156	0	0	0	0	0	149	0	0
ENSG00000233339.1	0	0	0	0	0	52	0	0	0	0	0	0	0	0
ENSG00000233340.1	0	0	0	0	0	0	0	0	0	0	156	0	0	0
ENSG00000233342.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233343.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233347.1	14115	12850	29338	11947	18452	24021	4651	12258	18082	19748	13390	22481	12368	36151
ENSG00000233349.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233351.1	0	0	0	0	0	0	0	0	0	0	0	0	154	0
ENSG00000233352.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233353.1	0	0	0	0	0	0	0	0	47	0	0	0	0	0
ENSG00000233354.1	0	0	0	0	0	0	0	0	0	0	0	99	0	0
ENSG00000233355.6	5926	6428	3788	19914	988	3620	3960	52	10794	15148	2480	1196	2576	1661
ENSG00000233357.2	0	0	52	33	0	0	0	0	0	28	0	0	82	0
ENSG00000233358.2	0	0	0	0	148	203	0	0	0	0	0	0	40	0
ENSG00000233359.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233360.4	60466	23907	29026	13942	14555	90799	21502	12396	80748	37151	10212	16370	35701	37325
ENSG00000233363.1	200	0	0	177	0	0	0	0	0	0	0	0	0	0
ENSG00000233365.2	0	161	0	0	0	0	0	0	676	42	0	0	0	93
ENSG00000233366.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233367.1	72	156	0	0	510	0	0	0	0	0	0	0	0	0
ENSG00000233369.7	63663	64766	58577	136241	74105	115888	43897	58367	96733	119094	142052	111490	63289	107761
ENSG00000233370.1	52	208	52	0	52	0	31	0	0	37	312	0	0	260
ENSG00000233372.1	0	208	0	151	0	0	0	0	0	0	0	52	0	147
ENSG00000233376.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233377.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233378.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233379.1	0	0	49	0	49	0	0	0	0	152	52	0	0	0
ENSG00000233380.1	42836	22704	38737	70039	38432	49522	27256	17827	37027	58533	22717	41802	23550	56712
ENSG00000233381.3	1890	1432	1341	55	1678	933	312	806	1175	1614	33	722	448	2323
ENSG00000233382.6	2118	4097	2787	5701	6918	6488	3032	2222	3738	6006	7378	8841	1883	4418
ENSG00000233383.1	46	0	0	0	0	0	26	0	0	0	0	0	0	27
ENSG00000233384.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233385.1	0	0	95	32	48	0	0	31	52	0	0	25	0	0
ENSG00000233387.1	312	0	0	0	0	52	0	0	0	203	0	0	0	0
ENSG00000233388.2	0	0	0	468	0	0	52	0	0	208	52	0	0	0
ENSG00000233392.5	0	5432	87	29542	364	49	11730	312	0	0	290	806	416	1102
ENSG00000233393.1	0	0	0	52	0	0	0	0	0	260	0	156	0	0
ENSG00000233395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233396.7	204	0	0	929	52	77	206	0	0	1394	0	156	218	352
ENSG00000233397.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233399.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233401.1	156	52	104	0	104	312	0	0	0	364	52	312	0	832
ENSG00000233402.1	260	468	208	362	416	0	624	0	416	877	312	468	52	364
ENSG00000233403.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233405.1	0	0	0	41	0	0	0	0	0	0	0	0	0	0
ENSG00000233406.5	126040	63254	112821	182301	113173	133441	83962	62562	110254	169522	74288	115132	71951	166143
ENSG00000233407.1	0	0	0	0	0	0	0	0	0	0	129	98	0	104
ENSG00000233408.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233409.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233410.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233411.1	0	364	116	501	156	103	244	0	648	380	156	0	0	0
ENSG00000233412.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233415.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233416.1	0	0	52	0	0	0	0	0	0	0	51	0	18	0
ENSG00000233417.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233419.3	28	52	0	0	0	0	0	0	167	142	0	0	0	0
ENSG00000233420.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233421.4	52	104	386	104	0	0	0	0	0	520	407	1040	91	260
ENSG00000233423.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233424.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233425.1	0	0	104	52	0	0	0	0	0	0	0	0	0	0
ENSG00000233426.3	181198	103474	143103	195126	122522	232417	69574	77565	165046	153380	99130	156042	121436	241188
ENSG00000233427.1	2192	51	0	208	45	154	364	0	203	416	307	572	104	0
ENSG00000233428.1	2530	1456	1200	1905	1558	1560	496	1130	656	1352	1871	2418	1247	4684
ENSG00000233429.9	98726	25847	101919	778	16602	61620	17563	11283	78816	29835	5723	7382	55949	20953
ENSG00000233430.3	0	60	831	134	312	208	0	104	52	90	52	52	0	104
ENSG00000233431.1	0	0	0	0	0	0	512	0	0	0	0	0	0	0
ENSG00000233432.2	280	0	0	252	357	1845	0	1590	1224	0	2247	250	830	1756
ENSG00000233433.1	0	0	0	0	364	51	0	43	0	0	0	52	0	0
ENSG00000233435.2	0	208	0	1868	0	49	0	0	0	1568	676	572	0	364
ENSG00000233436.7	37	208	0	381	52	0	0	0	0	1300	0	0	9	1
ENSG00000233437.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233438.1	0	0	0	468	0	0	0	0	0	0	0	0	0	0
ENSG00000233440.2	0	52	50	29	243	34	0	0	0	0	260	0	104	0
ENSG00000233441.6	0	0	0	0	0	22	0	0	0	0	0	0	0	0
ENSG00000233442.2	0	0	23	0	0	0	0	0	52	0	0	24	0	0
ENSG00000233444.1	0	0	22	132	126	51	51	47	48	216	52	29	0	0
ENSG00000233445.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233446.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233447.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233448.2	1739	1443	882	5438	2559	1383	548	738	1595	4337	1079	1729	1465	2270
ENSG00000233449.1	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ENSG00000233451.1	0	0	0	0	0	0	0	0	0	0	0	1	0	7
ENSG00000233452.6	2664	2313	3958	5464	8998	4822	2236	3151	6235	4637	526	3981	3688	1820
ENSG00000233454.1	0	0	0	104	0	0	0	0	0	156	0	52	52	455
ENSG00000233455.2	0	52	150	0	0	51	676	0	0	0	0	0	0	0
ENSG00000233456.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233457.1	195	103	558	0	152	156	0	52	156	377	208	310	386	364
ENSG00000233459.1	4266	1677	2748	1296	3947	3820	2063	1326	4469	2646	4451	2684	1400	3632
ENSG00000233460.1	0	52	0	0	156	0	0	0	0	52	0	46	36	0
ENSG00000233461.5	3266	6113	13686	2117	2137	4278	3654	3832	5909	1972	4611	11024	2354	13923
ENSG00000233464.2	0	0	0	0	0	0	0	0	0	52	0	0	0	0
ENSG00000233467.2	735	378	419	786	681	633	374	70	554	2022	1734	1996	395	1720
ENSG00000233469.1	260	0	0	66	0	104	0	0	0	312	156	0	0	312
ENSG00000233470.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233471.2	0	104	572	0	132	0	0	0	0	0	0	0	0	0
ENSG00000233472.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233473.2	0	0	0	10	0	146	0	0	0	0	0	0	0	0
ENSG00000233476.3	5362273	2802875	5070606	7880158	3960678	6262500	2587739	1696051	4990385	4687603	2151788	3330132	3728489	4406935
ENSG00000233477.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233478.1	52	208	881	0	1274	208	0	0	0	208	0	0	478	143
ENSG00000233479.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233480.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233482.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233483.2	19208	18353	25026	4613	12169	23248	7903	7082	26964	8222	1981	6710	29407	15405
ENSG00000233484.2	0	0	58	0	0	0	0	0	0	50	0	0	0	0
ENSG00000233485.1	0	0	0	0	42	55	0	0	1346	52	52	0	676	0
ENSG00000233487.6	910	443	551	753	547	822	124	602	304	622	602	339	260	727
ENSG00000233489.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233491.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233492.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233493.3	2127	2347	1703	4710	2074	1355	2334	3692	925	1725	1390	2606	1288	6246
ENSG00000233494.1	30	0	0	156	0	0	0	0	3	233	0	120	28	384
ENSG00000233496.1	0	52	0	7	156	0	0	0	0	0	0	0	0	0
ENSG00000233497.4	91	78	358	51	94	0	0	64	147	31	154	52	0	279
ENSG00000233499.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233502.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233503.1	19980	12403	16997	8385	19507	17154	9903	7002	14965	15942	14211	17089	12342	11322
ENSG00000233508.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233509.2	0	0	0	476	40	0	0	0	0	80	0	0	0	224
ENSG00000233511.1	52	10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233514.1	9206	6150	9722	15420	9175	7862	8147	6361	7511	10620	17996	21024	3682	20587
ENSG00000233515.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233516.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233517.1	0	0	0	0	0	0	0	0	0	0	0	0	0	104
ENSG00000233518.1	48	0	35	50	0	0	0	0	0	0	0	0	67	185
ENSG00000233519.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233521.5	0	206	0	0	0	52	0	0	624	0	0	0	0	0
ENSG00000233522.1	0	0	642	0	0	0	0	7	0	4806	156	156	260	1658
ENSG00000233523.1	104	216	30	51	624	104	312	0	52	486	482	104	168	0
ENSG00000233524.1	0	0	0	0	0	52	0	0	0	0	0	0	33	0
ENSG00000233526.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233527.8	1662	946	1528	9328	3731	1493	5918	4939	2330	7240	2956	2080	925	4690
ENSG00000233528.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233529.1	801	15	15	564	0	7	274	0	1977	15	0	0	14	365
ENSG00000233531.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233532.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233533.1	104	52	156	208	0	104	0	0	0	0	0	0	0	31
ENSG00000233534.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233535.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233536.2	0	0	0	0	0	0	0	0	0	0	52	0	53	156
ENSG00000233537.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233538.1	228	123	104	483	108	53	0	0	0	108	0	0	142	0
ENSG00000233539.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233540.1	0	0	0	0	0	0	0	0	0	104	0	0	0	0
ENSG00000233541.4	0	0	0	0	0	0	0	0	0	0	0	376	0	0
ENSG00000233542.1	0	0	52	29	0	0	0	0	0	0	101	0	0	0
ENSG00000233543.1	1400	1194	1085	2960	414	2269	416	832	1165	2850	3534	3873	1281	5109
ENSG00000233544.1	0	0	0	0	0	0	0	0	0	48	0	34	52	0
ENSG00000233545.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233546.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233547.1	1347	2721	1455	2267	6903	3887	2338	86	5678	1602	1443	968	1421	378
ENSG00000233548.1	46	27	0	44	0	0	0	0	0	48	45	99	0	45
ENSG00000233549.2	0	0	0	0	78	0	0	0	0	0	0	0	0	0
ENSG00000233550.1	0	0	0	0	0	0	0	0	22	105	0	0	50	0
ENSG00000233551.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233553.1	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233554.5	3295	1722	3033	248	2217	2390	832	2621	5695	1428	602	2155	2858	958
ENSG00000233555.2	156	52	104	156	0	0	0	208	0	260	156	156	0	312
ENSG00000233557.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233558.1	108805	39389	73454	180976	70582	80852	42711	47388	73465	82359	44590	85110	37981	85553
ENSG00000233559.1	190	206	225	0	208	467	0	0	0	0	0	81	747	156
ENSG00000233560.2	101	208	988	1505	1117	364	0	0	364	572	416	364	260	260
ENSG00000233562.1	0	98	0	52	0	0	0	50	0	0	0	97	0	0
ENSG00000233563.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233565.1	101	404	163	383	198	295	84	0	365	238	309	37	130	310
ENSG00000233569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233570.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233571.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233574.1	0	52	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233575.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233576.1	0	0	0	0	0	0	0	0	0	0	104	0	0	0
ENSG00000233577.6	104	0	0	0	0	96	84	0	0	0	0	0	208	0
ENSG00000233578.1	474	995	3532	104	1474	580	0	0	0	0	2148	260	2476	835
ENSG00000233579.1	0	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233581.1	0	0	0	0	0	0	0	0	0	0	0	156	0	0
ENSG00000233583.1	0	0	356	0	0	39	0	0	0	30	24	108	0	0
ENSG00000233585.1	7194	6607	4521	9707	5817	16148	1514	7139	11906	14383	13588	16868	4383	28945
ENSG00000233586.1	52	110	52	156	52	0	0	52	0	0	12	0	169	0
ENSG00000233587.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233588.1	2142	7660	2568	3886	4307	2650	936	572	3982	3016	4066	5189	2483	1825
ENSG00000233589.1	2489	1106	278	560	1846	462	0	2601	456	2901	14125	7116	404	1609
ENSG00000233590.1	0	0	0	52	0	152	0	0	0	0	0	0	0	1
ENSG00000233593.8	396	156	104	8221	933	359	0	0	0	936	775	623	104	826
ENSG00000233594.2	14129	10966	13740	24678	13657	17393	8656	4820	11971	14621	11096	14855	10019	15961
ENSG00000233595.2	80	191	169	0	0	101	164	33	42	226	31	34	58	97
ENSG00000233597.3	54072	26651	35878	61588	35815	48258	17335	28100	35296	40935	22893	34483	29174	60688
ENSG00000233601.1	0	107	119	426	165	224	157	0	216	230	0	172	122	76
ENSG00000233602.1	0	0	0	208	0	0	0	0	0	0	52	0	0	208
ENSG00000233603.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233605.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233606.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233607.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233608.3	312	1611	816	0	0	476	0	848	0	936	0	2636	0	572
ENSG00000233609.3	585	470	260	669	468	104	416	0	0	318	1717	619	122	52
ENSG00000233610.1	0	52	0	0	47	312	0	0	0	0	104	0	0	0
ENSG00000233611.3	0	0	0	0	0	0	301	0	0	0	0	364	0	0
ENSG00000233613.5	55	198	143	0	621	0	7	0	0	0	52	7	0	0
ENSG00000233614.6	385	799	172	4923	1306	279	2718	223	361	6246	145	723	4879	185
ENSG00000233615.1	465	257	649	627	452	970	104	135	910	208	311	546	208	260
ENSG00000233616.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233619.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233620.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233621.1	520	310	1986	11843	725	1092	572	0	3574	5069	1346	4105	1376	3942
ENSG00000233622.1	260	489	836	1208	1148	310	139	20	416	2156	362	286	722	531
ENSG00000233623.2	524	52	0	0	102	0	520	0	0	0	555	0	0	0
ENSG00000233625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233626.2	0	0	0	0	0	0	0	0	0	0	124	566	0	0
ENSG00000233627.2	609	1280	465	1418	754	835	884	1475	294	3458	4198	9416	492	1461
ENSG00000233632.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233633.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233634.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233635.2	0	390	785	120	700	322	0	510	156	97	703	241	168	0
ENSG00000233639.5	0	0	0	0	0	0	520	0	0	0	0	0	0	0
ENSG00000233640.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233642.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233643.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233644.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233645.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233646.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233647.2	52	156	0	0	187	256	0	0	0	0	520	0	239	0
ENSG00000233648.1	1	0	0	0	36	0	18	0	0	0	0	0	36	0
ENSG00000233651.2	0	0	0	154	0	0	0	0	0	0	0	0	0	0
ENSG00000233652.1	0	260	52	607	102	0	52	257	0	519	156	156	156	312
